time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039906359534565636,31001.0
0.03,0.0008969817799538385,31030.0
0.04,0.0015929902549920937,31030.0
0.05,0.002485323139883968,31030.0
0.06,0.003571379135898375,399454.0
0.07,0.004847845519368484,401400.0
0.08,0.006312080325274946,401400.0
0.09,0.00796113500960937,401400.0
0.1,0.009791515267835576,401400.0
0.11,0.011799107765722594,401400.0
0.12,0.013979083958085992,401400.0
0.13,0.01632578356893206,3.915495e6
0.14,0.018832705429413354,3.958866e6
0.15,0.02149311941319756,3.958866e6
0.16,0.024300396982075933,3.958866e6
0.17,0.027247914414533,3.958893e6
0.18,0.03032894364173574,3.958921e6
0.19,0.033536540476325996,3.958921e6
0.2,0.03686342919542692,3.958921e6
