time,expectation
0.01,0.009897683644923825
0.02,0.019455787981843366
0.03,0.02853356479110348
0.04,0.03701856269160001
0.05,0.04483144749930818
0.06,0.051926263333092554
0.07,0.05828774422879368
0.08,0.06392661065724918
0.09,0.06887384946632436
0.1,0.07317484175888694
0.11,0.07688396436106211
0.12,0.08006003188528614
0.13,0.08276272442361061
0.14,0.08504998584914017
0.15,0.08697628122562427
0.16,0.08859155752628609
0.17,0.08994074398018355
0.18,0.09106364214592905
0.19,0.09199507989263499
0.2,0.0927652302679086
